@RELATION dataset

@ATTRIBUTE x REAL
@ATTRIBUTE y REAL
@ATTRIBUTE w REAL
@ATTRIBUTE h REAL
@ATTRIBUTE page {0,1,2}
@ATTRIBUTE mutilpage {0,1}
@ATTRIBUTE type {0,1,2,3,4,5,6,7,8}

@DATA
1102,239,1170,159,0,0,?
